id;title;buyer;country;cpv_codes;deadline;status;publication_date;source_url;source
254269-2016;Belgio-Bruxelles: Raccolta, convalida e analisi di dati nell'ambito del quadro di indicatori per il monitoraggio della garanzia per i giovani;Commissione europea, Directorate-General for Employment, Social Affairs and Inclusion;BEL;79419000;;Unknown;2016-07-23+02:00;https://ted.europa.eu/it/notice/-/detail/254269-2016;TED
254271-2016;Belgio-Bruxelles: SMART 2015/0065 — Studio comparativo relativo all'impiego dei servizi di sanità elettronica tra i medici generici 2015;Commissione europea, Directorate-General for Communications Networks, Content and Technology, Directorate H — Unit H.1: Health and Well-being;BEL;79410000, 79419000;;Unknown;2016-07-23+02:00;https://ted.europa.eu/it/notice/-/detail/254271-2016;TED
254272-2016;Belgio-Bruxelles: HOME/2015/ISFP/PR/DRUG/0062 — Relazione di analisi delle acque reflue sui mercati delle droghe illegali stimolanti nell'UE;Commissione europea, Directorate-General for Migration and Home Affairs, Directorate E: Migration and Security Funds;BEL;73210000, 90490000, 90733100;2016-09-07;Closed;2016-07-23+02:00;https://ted.europa.eu/it/notice/-/detail/254272-2016;TED
256203-2016;Belgio-Bruxelles: Servizi di contabilità, revisione dei conti e servizi fiscali;The Financial Mechanism Office;BEL;79411000, 79421000, 79421100;2016-09-15;Closed;2016-07-23+02:00;https://ted.europa.eu/it/notice/-/detail/256203-2016;TED
256218-2016;Belgio-Bruxelles: Iniziativa a favore delle imprese a basse emissioni di carbonio, fase 2;Unione europea;BEL;79400000;;Unknown;2016-07-26+02:00;https://ted.europa.eu/it/notice/-/detail/256218-2016;TED
256221-2016;Belgio-Bruxelles: Prestazione di assistenza tecnica al governo del Tagikistan per sviluppare capacità istituzionali nella gestione integrata delle risorse idriche e contribuire alla gestione sostenibile e alla protezione delle risorse idriche e del suolo;Unione europea;BEL;79411000;;Unknown;2016-07-26+02:00;https://ted.europa.eu/it/notice/-/detail/256221-2016;TED
256234-2016;Belgio-Bruxelles: Studio sul livello di sicurezza di requisiti specifici di stabilità per le navi ro/ro da passeggeri;Commissione europea, Directorate-General for Mobility and Transport, Directorate D: Logistics, Maritime and Land Transport and Passenger Rights;BEL;79411000;;Unknown;2016-07-26+02:00;https://ted.europa.eu/it/notice/-/detail/256234-2016;TED
257511-2016;Italia-Bari: Servizi generali di consulenza gestionale;Regione Puglia Dipartimento Risorse Finanziarie e Strumentali, Personale e Organizzazione Sezione Programmazione Acquisti Servizio E-Procurement;ITA;79411000;2016-09-15;Closed;2016-07-26+02:00;https://ted.europa.eu/it/notice/-/detail/257511-2016;TED
257613-2016;Italia-Ragusa: Servizi connessi alla gestione;Azienda Sanitaria Provinciale di Ragusa;ITA;79420000;2016-09-07;Closed;2016-07-26+02:00;https://ted.europa.eu/it/notice/-/detail/257613-2016;TED
257874-2016;Belgio-Merelbeke: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Afdeling Bovenschelde;BEL;79000000;;Unknown;2016-07-26+02:00;https://ted.europa.eu/it/notice/-/detail/257874-2016;TED
258105-2016;Belgio-Bruxelles: Studio sul livello di sicurezza di requisiti specifici di stabilità per le navi ro/ro da passeggeri;Commissione europea, Directorate-General for Mobility and Transport, Directorate D: Logistics, Maritime and Land Transport and Passenger Rights;BEL;79411000;2016-10-21;Closed;2016-07-27+02:00;https://ted.europa.eu/it/notice/-/detail/258105-2016;TED
258111-2016;Belgio-Bruxelles: Contratti quadro multipli con sistema a cascata per servizi di consulenza relativi allo sviluppo organizzativo nelle istituzioni, agenzie e altri organismi dell'UE — HR/R3/PO/2015/005;Commissione europea, Directorate-General for Human Resources and Security, Unit R3: Finance, Procurement and Internal Control;BEL;79400000;;Unknown;2016-07-27+02:00;https://ted.europa.eu/it/notice/-/detail/258111-2016;TED
258113-2016;Belgio-Bruxelles: Programma «Visiting Fellows» per economisti (TAXUD/2016/AO-07);Commissione europea, Directorate-General for Taxation and Customs Union;BEL;79400000;2020-04-08;Closed;2016-07-27+02:00;https://ted.europa.eu/it/notice/-/detail/258113-2016;TED
258117-2016;Lussemburgo-Lussemburgo: AO 10653 — «Assistenza editoriale nella produzione, traduzione e manutenzione della raccolta di sintesi della legislazione dell'UE»;Ufficio delle pubblicazioni dell'Unione europea;LUX;79130000, 79131000;2016-09-21;Closed;2016-07-27+02:00;https://ted.europa.eu/it/notice/-/detail/258117-2016;TED
259398-2016;Italia-Roma: Servizi di pubbliche relazioni;Federazione Ordini Farmacisti Italiani;ITA;79416000;;Unknown;2016-07-27+02:00;https://ted.europa.eu/it/notice/-/detail/259398-2016;TED
259593-2016;Lussemburgo-Lussemburgo: Servizi di consulenza e consultazione ingegneristica;Ministère du développement durable et des infrastructures;LUX;79111000;;Unknown;2016-07-27+02:00;https://ted.europa.eu/it/notice/-/detail/259593-2016;TED
260179-2016;Italia-Firenze: Servizi di documentazione e certificazione giuridica;ESTAR — Ente di Supporto Tecnico Amministrativo Regionale — Toscana;ITA;79130000;;Unknown;2016-07-28+02:00;https://ted.europa.eu/it/notice/-/detail/260179-2016;TED
261240-2016;Belgio-Bruxelles: Partenariato politico e di sensibilizzazione dell'UE;Unione europea;BEL;79416000;;Unknown;2016-07-29+02:00;https://ted.europa.eu/it/notice/-/detail/261240-2016;TED
261246-2016;Belgio-Bruxelles: Servizi relativi alle annualità di brevetti e al rinnovo di marchi;Commissione europea, Joint Research Centre (JRC) — Resources;BEL;79110000, 79111000, 79120000;2016-09-15;Closed;2016-07-29+02:00;https://ted.europa.eu/it/notice/-/detail/261246-2016;TED
261248-2016;Belgio-Bruxelles: Sostegno a favore dell'istituzione di una «piattaforma a livello UE per agevolare la costituzione di un partenariato transnazionale, scambio di esperienze, sviluppo delle capacità e networking, e capitalizzazione e diffusione dei risultati pertinenti»;Commissione europea, Directorate-General for Employment, Social Affairs and Inclusion;BEL;79400000;;Unknown;2016-07-29+02:00;https://ted.europa.eu/it/notice/-/detail/261248-2016;TED
262433-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione;Toerisme Vlaanderen;BEL;79410000;2016-09-20;Closed;2016-07-29+02:00;https://ted.europa.eu/it/notice/-/detail/262433-2016;TED
262788-2016;Italia-Sesto Fiorentino: EuroBioNMR G.E.I.E.;EuroBioNMR G.E.I.E.;ITA;79100000;;Unknown;2016-07-29+02:00;https://ted.europa.eu/it/notice/-/detail/262788-2016;TED
263677-2016;Italia-Roma: Servizi di documentazione;RAI — Radiotelevisione Italiana SpA;ITA;79131000;2016-09-28;Closed;2016-07-30+02:00;https://ted.europa.eu/it/notice/-/detail/263677-2016;TED
264797-2016;Belgio-Bruxelles: Servizi di revisione dei rendimenti;Service de l'évaluation spéciale de la coopération au développement;BEL;79419000;2016-09-22;Closed;2016-07-30+02:00;https://ted.europa.eu/it/notice/-/detail/264797-2016;TED
264822-2016;Italia-Roma: Servizi di assistenza sociale e servizi affini;Ministero dell'Interno — Dipartimento della Pubblica Sicurezza — Direzione Centrale dell'Immigrazione e della Polizia delle Frontiere — Ufficio Affari Generali e Giuridici;ITA;85300000;2016-09-09;Closed;2016-07-30+02:00;https://ted.europa.eu/it/notice/-/detail/264822-2016;TED
264969-2016;Italia-Venezia: Servizi di supervisione di progetti, esclusi i progetti di costruzione;Concessioni Autostradali Venete — CAV SpA;ITA;79421100;2016-09-19;Closed;2016-07-30+02:00;https://ted.europa.eu/it/notice/-/detail/264969-2016;TED
265414-2016;Belgio-Liège: WebooooExport;WebooooExport;BEL;79100000;;Unknown;2016-07-30+02:00;https://ted.europa.eu/it/notice/-/detail/265414-2016;TED
265491-2016;Belgio-Bruxelles: Assistenza tecnica alla gestione dell'ufficio UE di sostegno al programma nella parte settentrionale di Cipro;Unione europea;BEL;79420000;;Unknown;2016-08-02+02:00;https://ted.europa.eu/it/notice/-/detail/265491-2016;TED
266874-2016;Italia-Milano: Servizi di consulenza di gestione finanziaria;Giunta Regionale della Lombardia;ITA;79412000;;Unknown;2016-08-02+02:00;https://ted.europa.eu/it/notice/-/detail/266874-2016;TED
266901-2016;Lussemburgo-Bertrange: Servizi di consulenza di valutazione;Fédération des hôpitaux luxembourgeois (FHL), association sans but lucratif;LUX;79419000;;Unknown;2016-08-02+02:00;https://ted.europa.eu/it/notice/-/detail/266901-2016;TED
266961-2016;Belgio-Bruxelles: Ricerca di mercato ed economica, indagini e statistiche;Departement Diensten voor het Algemeen Regeringsbeleid;BEL;79400000;;Unknown;2016-08-02+02:00;https://ted.europa.eu/it/notice/-/detail/266961-2016;TED
267163-2016;Belgio-Bruxelles: Invito JUST/2014/AMIJ/001 a manifestare il proprio interesse per costituire un elenco di esperti incaricati di assistere la Commissione europea nel quadro della gestione del programma giustizia e del programma diritti, uguaglianza e cittadinanza;Commissione europea, Directorate-General for Justice and Consumers, Unit A4 Programme Management;BEL;79400000;2020-09-30;Closed;2016-08-03+02:00;https://ted.europa.eu/it/notice/-/detail/267163-2016;TED
267164-2016;Belgio-Bruxelles: 2016 ECFIN 009/A Prestazione di servizi di valutazione e di servizi connessi alla valutazione a favore della DG Affari economici e finanziari, incluse le valutazioni d'impatto;Commissione europea, Directorate-General for Economic and Financial Affairs, Unit A1: Policy, Planning and Coordination;BEL;79419000;2016-09-30;Closed;2016-08-03+02:00;https://ted.europa.eu/it/notice/-/detail/267164-2016;TED
268573-2016;Belgio-Gand: Servizi di personale e di foglio paga;Provincie Oost-Vlaanderen;BEL;79414000;;Unknown;2016-08-03+02:00;https://ted.europa.eu/it/notice/-/detail/268573-2016;TED
268617-2016;Belgio-Andenne: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Andenne;BEL;79000000;2016-08-09;Closed;2016-08-03+02:00;https://ted.europa.eu/it/notice/-/detail/268617-2016;TED
268716-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;Régie des bâtiments;BEL;79400000, 79411100;2016-09-08;Closed;2016-08-03+02:00;https://ted.europa.eu/it/notice/-/detail/268716-2016;TED
268895-2016;Belgio-Bruxelles: Servizi di gestione di progetti, esclusi i progetti di costruzione;Radio-télévision belge de la Communauté française;BEL;79421000;;Unknown;2016-08-03+02:00;https://ted.europa.eu/it/notice/-/detail/268895-2016;TED
268946-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione e servizi connessi;Departement Mobiliteit en Openbare Werken — Stafdienst;BEL;79400000, 79430000;;Unknown;2016-08-03+02:00;https://ted.europa.eu/it/notice/-/detail/268946-2016;TED
269284-2016;Lussemburgo-Lussemburgo: BEI - Prestazione di servizi di consulenza per la Banca europea per gli investimenti (BEI) in materia di controllo finanziario;Banca europea per gli investimenti;LUX;79400000;2016-09-23;Closed;2016-08-04+02:00;https://ted.europa.eu/it/notice/-/detail/269284-2016;TED
271115-2016;Italia-Caserta: Apparecchiature informatiche e forniture;Ministero Infrastrutture e Trasporti — Provveditorato Interregionale alle OO.PP. per la Campania, il Molise, la Puglia e la Basilicata — Sede di Napoli — SUA di Caserta — SUB SUA 2;ITA;79140000;2016-09-27;Closed;2016-08-05+02:00;https://ted.europa.eu/it/notice/-/detail/271115-2016;TED
272594-2016;Belgio-Bruxelles: Programma «EU green gateway to Japan»;Unione europea;BEL;79410000;;Unknown;2016-08-06+02:00;https://ted.europa.eu/it/notice/-/detail/272594-2016;TED
272614-2016;Belgio-Bruxelles: Assistenza tecnica, economica e giuridica nei settori dell'energia, della mobilità e dei trasporti;Commissione europea, Shared Resource Directorate for Directorate-General for Energy and Directorate-General for Mobility and Transport;BEL;79111000;;Unknown;2016-08-06+02:00;https://ted.europa.eu/it/notice/-/detail/272614-2016;TED
274938-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Infrabel SA — procurement, division I-FBA.51;BEL;79000000;;Unknown;2016-08-06+02:00;https://ted.europa.eu/it/notice/-/detail/274938-2016;TED
274977-2016;Belgio-Bruxelles: Sistemi di distribuzione di prodotti di investimento al dettaglio in tutta l'Unione europea;Commissione europea, Directorate-General for Financial Stability, Financial Services and Capital Markets Union;BEL;79100000, 79140000;2016-10-06;Closed;2016-08-09+02:00;https://ted.europa.eu/it/notice/-/detail/274977-2016;TED
276272-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding — Extern Verzelfstandigd Agentschap;BEL;79000000;;Unknown;2016-08-09+02:00;https://ted.europa.eu/it/notice/-/detail/276272-2016;TED
278702-2016;Italia-Caserta: Servizi di consulenza e informazione giuridica;Ministero Infrastrutture e Trasporti — Provveditorato Interregionale alle OO.PP. per la Campania, il Molise, la Puglia e la Basilicata — sede di Napoli — SUA di Caserta — SUB SUA 2;ITA;79140000;2016-10-18;Closed;2016-08-11+02:00;https://ted.europa.eu/it/notice/-/detail/278702-2016;TED
279746-2016;Italia-Napoli: Servizi generali di consulenza gestionale;Comune di Napoli — Direzione Centrale Ambiente, Tutela del Territorio e del Mare;ITA;79411000;;Unknown;2016-08-11+02:00;https://ted.europa.eu/it/notice/-/detail/279746-2016;TED
280011-2016;Lussemburgo-Lussemburgo: Invito a manifestare interesse per esperti giuridici in diritto finanziario — PR 587;Corte dei conti europea;LUX;79100000, 79111000;2018-12-31;Closed;2016-08-12+02:00;https://ted.europa.eu/it/notice/-/detail/280011-2016;TED
280014-2016;Belgio-Bruxelles: Sostegno alla valutazione del regolamento (CE) n. 648/2004 del Parlamento europeo e del Consiglio (regolamento sui detergenti);Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate D: Consumer, Environmental and Health Technologies;BEL;79410000;2016-09-21;Closed;2016-08-12+02:00;https://ted.europa.eu/it/notice/-/detail/280014-2016;TED
281383-2016;Belgio-Bruxelles: Servizi di consulenza commerciale e di gestione;Agentschap Informatie Vlaanderen;BEL;79111000, 79140000, 79410000;2016-10-04;Closed;2016-08-12+02:00;https://ted.europa.eu/it/notice/-/detail/281383-2016;TED
281884-2016;Italia-Latina: Servizi di rappresentanza legale;Acqualatina SpA;ITA;79112000;;Unknown;2016-08-12+02:00;https://ted.europa.eu/it/notice/-/detail/281884-2016;TED
281953-2016;Belgio-Bruxelles: Contratto quadro per l'audit di verifica del sistema di gestione ambientale EMAS e la convalida delle dichiarazioni ambientali della Commissione europea per gli anni 2016–2019;Commissione europea, Directorate-General for Human Resources and Security, Unit R3 — Finance, Procurement and Internal Control;BEL;79132000;;Unknown;2016-08-13+02:00;https://ted.europa.eu/it/notice/-/detail/281953-2016;TED
283847-2016;Belgio-Charleroi: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Office wallon de la formation professionnelle et de l'emploi;BEL;79400000;2016-09-27;Closed;2016-08-13+02:00;https://ted.europa.eu/it/notice/-/detail/283847-2016;TED
284364-2016;Belgio-Bruxelles: ENI — Assistenza tecnica al programma relativo alle competenze per l'occupazione e all'inclusione sociale;Unione europea;BEL;79400000;2016-09-20;Closed;2016-08-17+02:00;https://ted.europa.eu/it/notice/-/detail/284364-2016;TED
286002-2016;Belgio-Bruxelles: Assistenza tecnica, economica e giuridica nei settori dell'energia, della mobilità e dei trasporti, contratto quadro in 6 lotti, lotto 3: assistenza tecnica nel settore dell'energia;Commissione europea, Shared Resource Directorate for Directorate-General for Energy and Directorate-General for Mobility and Transport;BEL;79140000;2016-09-15;Closed;2016-08-18+02:00;https://ted.europa.eu/it/notice/-/detail/286002-2016;TED
287000-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Coopération technique belge;BEL;79000000;;Unknown;2016-08-18+02:00;https://ted.europa.eu/it/notice/-/detail/287000-2016;TED
287244-2016;Belgio-Bruxelles: Diplomazia pubblica dell'UE in India;Unione europea;BEL;79410000, 79416000, 79416100;;Unknown;2016-08-19+02:00;https://ted.europa.eu/it/notice/-/detail/287244-2016;TED
287247-2016;Belgio-Bruxelles: Coordinamento regionale e supporto volto al miglioramento della cooperazione regionale Unione europea–Asia Centrale su ambiente, acqua e cambiamento climatico;Unione europea;BEL;79410000;;Unknown;2016-08-19+02:00;https://ted.europa.eu/it/notice/-/detail/287247-2016;TED
288397-2016;Belgio-Charleroi: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Office wallon de la formation professionnelle et de l'emploi;BEL;79400000;2016-09-29;Closed;2016-08-19+02:00;https://ted.europa.eu/it/notice/-/detail/288397-2016;TED
290640-2016;Belgio-Bruxelles: DCI — Rafforzamento della capacità istituzionale nei settori dello sviluppo integrale nel campo della coca, del traffico illecito di droghe e della sicurezza alimentare per una gestione efficiente del sostegno di bilancio settoriale in Bolivia;Unione europea;BEL;79400000;;Unknown;2016-08-23+02:00;https://ted.europa.eu/it/notice/-/detail/290640-2016;TED
290641-2016;Belgio-Bruxelles: DCI — Rafforzamento della capacità istituzionale nel settore dell'acqua, del risanamento e della gestione delle risorse naturali per una gestione efficiente del sostegno di bilancio settoriale in Bolivia;Unione europea;BEL;79400000;;Unknown;2016-08-23+02:00;https://ted.europa.eu/it/notice/-/detail/290641-2016;TED
290642-2016;Belgio-Bruxelles: Azione di diplomazia pubblica in Corea del Sud;Unione europea;BEL;79410000, 79416000;;Unknown;2016-08-23+02:00;https://ted.europa.eu/it/notice/-/detail/290642-2016;TED
292002-2016;Belgio-Bruxelles: Analisi economica e giuridica dei fattori che portano a un basso tasso di pubblicazione di opportunità di appalti pubblici in Germania;Commissione europea, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate G: Single Market for Public Administrations;BEL;79140000;2016-09-27;Closed;2016-08-24+02:00;https://ted.europa.eu/it/notice/-/detail/292002-2016;TED
295226-2016;Italia-Piombino: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;ASIU SpA e lucchini SpA in AS;ITA;79000000;2016-09-16;Closed;2016-08-26+02:00;https://ted.europa.eu/it/notice/-/detail/295226-2016;TED
296171-2016;Belgio-Evere: Servizi di certificazione della firma elettronica;MRMP-A/S — Direction générale material resources — Division marchés publics — Section aviation systems — Sous-section «Services»;BEL;79132100;2016-09-26;Closed;2016-08-26+02:00;https://ted.europa.eu/it/notice/-/detail/296171-2016;TED
296595-2016;Belgio-Bruxelles: IPA — Miglioramento del controllo finanziario interno pubblico;Unione europea;BEL;79400000, 79412000;;Unknown;2016-08-27+02:00;https://ted.europa.eu/it/notice/-/detail/296595-2016;TED
296613-2016;Belgio-Bruxelles: Servizi di consulenza per verificare la completezza e la conformità dei provvedimenti nazionali di recepimento e altri servizi di valutazione giuridica nel settore della legislazione UE sugli appalti pubblici;Commissione europea, Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, Directorate G: Single Market for Public Administrations;BEL;73210000;2016-08-29;Closed;2016-08-27+02:00;https://ted.europa.eu/it/notice/-/detail/296613-2016;TED
298478-2016;Belgio-Bruxelles: Iniziativa a favore delle imprese a basse emissioni di carbonio, fase 2;Unione europea;BEL;79400000;;Unknown;2016-08-30+02:00;https://ted.europa.eu/it/notice/-/detail/298478-2016;TED
298480-2016;Belgio-Bruxelles: ENI — Comunicare l'Europa in Ucraina;Unione europea;BEL;79416000;2016-10-03;Closed;2016-08-30+02:00;https://ted.europa.eu/it/notice/-/detail/298480-2016;TED
301423-2016;Belgio-Bruxelles: Servizi di certificazione della firma elettronica;SPF ICT;BEL;79132100;;Unknown;2016-08-31+02:00;https://ted.europa.eu/it/notice/-/detail/301423-2016;TED
305435-2016;Belgio-Bruxelles: Assistenza tecnica, economica e giuridica nei settori dell'energia, della mobilità e dei trasporti, contratto quadro in 6 lotti, lotto 3: assistenza tecnica nel settore dell'energia;Commissione europea, Shared Resource Directorate for Directorate-General for Energy and Directorate-General for Mobility and Transport;BEL;79140000;2016-09-30;Closed;2016-09-03+02:00;https://ted.europa.eu/it/notice/-/detail/305435-2016;TED
306495-2016;Belgio-Evere: Servizi di certificazione;MRMP-A/S — direction générale material resources — division marchés publics — section aviation systems — sous-section «services»;BEL;79132000;2016-09-26;Closed;2016-09-03+02:00;https://ted.europa.eu/it/notice/-/detail/306495-2016;TED
310498-2016;Belgio-Bruxelles: Esame degli strumenti e dei programmi di raccolta dei dati dell'Unione europea sotto il profilo dei diritti fondamentali;Commissione europea, Directorate-General for Justice and Consumers, Unit JUST/A4 Programme Management;BEL;79100000, 79140000, 79410000;2016-10-14;Closed;2016-09-08+02:00;https://ted.europa.eu/it/notice/-/detail/310498-2016;TED
312026-2016;Belgio-Bruxelles: IPA — Fornitura di attrezzature necessarie e assistenza alle forze di polizia del Kosovo e all'agenzia forense del Kosovo per un'efficace prevenzione e lotta contro la criminalità;Unione europea;BEL;79400000, 79418000, 79420000;;Unknown;2016-09-09+02:00;https://ted.europa.eu/it/notice/-/detail/312026-2016;TED
313300-2016;Belgio-Anversa: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Antwerpen;BEL;79000000;;Unknown;2016-09-09+02:00;https://ted.europa.eu/it/notice/-/detail/313300-2016;TED
313695-2016;Lussemburgo-Lussemburgo: AO 10653 — «Assistenza editoriale nella produzione, traduzione e manutenzione della raccolta di sintesi della legislazione dell'UE»;Ufficio delle pubblicazioni dell'Unione europea;LUX;79130000, 79131000;2016-09-21;Closed;2016-09-10+02:00;https://ted.europa.eu/it/notice/-/detail/313695-2016;TED
315152-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Agentschap voor Natuur en Bos;BEL;79000000;2016-10-17;Closed;2016-09-10+02:00;https://ted.europa.eu/it/notice/-/detail/315152-2016;TED
315627-2016;Belgio-Bruxelles: ENI — Sostegno all'attuazione del quadro nazionale delle qualifiche in Azerbaigian;Unione europea;BEL;79411000;;Unknown;2016-09-13+02:00;https://ted.europa.eu/it/notice/-/detail/315627-2016;TED
315630-2016;Belgio-Bruxelles: Iniziativa a favore delle imprese a basse emissioni di carbonio, fase 2;Unione europea;BEL;79400000;2016-11-07;Closed;2016-09-13+02:00;https://ted.europa.eu/it/notice/-/detail/315630-2016;TED
316830-2016;Belgio-Lovanio: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;KU Leuven;BEL;79000000;2016-10-11;Closed;2016-09-13+02:00;https://ted.europa.eu/it/notice/-/detail/316830-2016;TED
317127-2016;Lussemburgo-Luxembourg: CAE-Services GEIE;CAE-Services GEIE;LUX;79100000;;Unknown;2016-09-13+02:00;https://ted.europa.eu/it/notice/-/detail/317127-2016;TED
319046-2016;Belgio-Bruxelles: Ruolo avanzato dell'UE nei forum multilaterali in Asia;Unione europea;BEL;79416000;2016-10-17;Closed;2016-09-15+02:00;https://ted.europa.eu/it/notice/-/detail/319046-2016;TED
319052-2016;Belgio-Bruxelles: Contratto quadro multiplo per la prestazione di servizi di consulenza su questioni tecniche, economiche e giuridiche nell'ambito di casi relativi alla concorrenza nei settori delle TIC e dei media;Commissione europea, Directorate-General for Competition;BEL;79300000;2016-10-28;Closed;2016-09-15+02:00;https://ted.europa.eu/it/notice/-/detail/319052-2016;TED
319917-2016;Belgio-Brussel: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Ambient Assisted Living Association;BEL;79400000, 79420000;;Unknown;2016-09-15+02:00;https://ted.europa.eu/it/notice/-/detail/319917-2016;TED
321536-2016;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Direction générale communication extérieur;BEL;79000000, 79300000, 79340000;2016-11-03;Closed;2016-09-16+02:00;https://ted.europa.eu/it/notice/-/detail/321536-2016;TED
322106-2016;Belgio-Bruxelles: Obbligazioni garantite nell'Unione europea: armonizzazione dei quadri giuridici e del comportamento dei mercati;Commissione europea, Directorate-General for Financial Stability, Financial Services and Capital Markets Union;BEL;66000000, 66100000, 66110000;;Unknown;2016-09-17+02:00;https://ted.europa.eu/it/notice/-/detail/322106-2016;TED
323006-2016;Italia-Roma: Servizi di documentazione;RAI — Radiotelevisione Italiana SpA;ITA;79131000;;Unknown;2016-09-17+02:00;https://ted.europa.eu/it/notice/-/detail/323006-2016;TED
323007-2016;Italia-Roma: Servizi di documentazione;RAI — Radiotelevisione Italiana SpA;ITA;79131000;;Unknown;2016-09-17+02:00;https://ted.europa.eu/it/notice/-/detail/323007-2016;TED
323010-2016;Italia-Roma: Servizi di documentazione;RAI — Radiotelevisione Italiana SpA;ITA;79131000;;Unknown;2016-09-17+02:00;https://ted.europa.eu/it/notice/-/detail/323010-2016;TED
323865-2016;Belgio-Jambes: Servizi di formazione;RW — SpW –SGO141 direction des stratégies du développement durable;BEL;79400000;2016-10-17;Closed;2016-09-17+02:00;https://ted.europa.eu/it/notice/-/detail/323865-2016;TED
325608-2016;Belgio-Jambes: Servizi di formazione;RW — SpW –SGO142 direction des stratégies du développement durable;BEL;79400000;2016-10-24;Closed;2016-09-20+02:00;https://ted.europa.eu/it/notice/-/detail/325608-2016;TED
326887-2016;Italia-Piombino: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;ASIU SpA e Lucchini SpA in AS;ITA;79000000;2016-10-07;Closed;2016-09-21+02:00;https://ted.europa.eu/it/notice/-/detail/326887-2016;TED
327595-2016;Belgio-Bruxelles: Servizi di consulenza giuridica e di rappresentanza;SPF mobilité et transports;BEL;79100000, 79110000;2016-10-17;Closed;2016-09-21+02:00;https://ted.europa.eu/it/notice/-/detail/327595-2016;TED
330795-2016;Italia-Roma: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Azienda Ospedaliera Sant'Andrea;ITA;79000000;2016-10-13;Closed;2016-09-23+02:00;https://ted.europa.eu/it/notice/-/detail/330795-2016;TED
331150-2016;Italia-Milano: Servizi di certificazione della firma elettronica;Lombardia Informatica SpA;ITA;79132100;;Unknown;2016-09-23+02:00;https://ted.europa.eu/it/notice/-/detail/331150-2016;TED
331376-2016;Belgio-Bruxelles: Assistenza tecnica alla gestione dell'ufficio UE di sostegno al programma nella parte settentrionale di Cipro;Unione europea;BEL;79420000;2016-10-24;Closed;2016-09-24+02:00;https://ted.europa.eu/it/notice/-/detail/331376-2016;TED
333472-2016;Belgio-Bruxelles: Studio sulla fattibilità di un quadro europeo relativo alle pensioni individuali;Commissione europea, Directorate-General for Financial Stability, Financial Services and Capital Markets Union;BEL;79110000;;Unknown;2016-09-27+02:00;https://ted.europa.eu/it/notice/-/detail/333472-2016;TED
336686-2016;Italia-Roma: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Agenzia delle Entrate Direzione Centrale Amministrazione Pianificazione e Controllo;ITA;79000000;;Unknown;2016-09-28+02:00;https://ted.europa.eu/it/notice/-/detail/336686-2016;TED
337014-2016;Belgio-Bruxelles: Contratto quadro relativo all'assistenza amministrativa, tecnica e giuridica per l'attuazione delle politiche e degli strumenti della governance ambientale;Commissione europea, Directorate-General for the Environment, SRD.2 — Finance;BEL;90700000;;Unknown;2016-09-29+02:00;https://ted.europa.eu/it/notice/-/detail/337014-2016;TED
342220-2016;Belgio-Anversa: Servizi di amministrazione di beni immobili per conto terzi;Blue Gate Antwerp NV;BEL;79140000;2016-11-08;Closed;2016-10-01+02:00;https://ted.europa.eu/it/notice/-/detail/342220-2016;TED
